# ----------------------------------------
# 페이지 및 화면: 페이지 제목 및 화면 클래스
# 계정: Blog
# 속성: zucca100
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20260401
# 종료일: 20260805
페이지 제목 및 화면 클래스,세션 소스/매체,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
기상청 날씨누리 바로가기 - 더픽,(direct) / (none),227,200,1.135,3.425,1572,0,6.674393
자동차세납부·자동차세환급·자동차세납부조회 한 번에 정리 (위택스 기준) | 생활정보 나침반,naver / cpc,227,198,1.1464646464646464,19.575757575757574,1709,36,5.393218
한일전기 고객센터 as센터 바로가기 - 더픽,m.search.naver.com / referral,227,182,1.2472527472527473,12.857142857142858,1486,0,8.453709
릴(lil) as센터 고객센터 바로가기 - 더픽,m.search.naver.com / referral,226,192,1.1770833333333333,13.578125,1610,0,2.81098
블루티비 사이트 주소 링크 바로가기 - 더픽,running-guarantee9.tistory.com / referral,224,115,1.9478260869565218,8.756521739130434,1493,0,2.687876
함양 대봉산 모노레일 정보 총정리 — 예약·요금·시간표·주차·반려동반·맛집 | 생활정보 나침반,naver / cpc,224,170,1.3176470588235294,53.28235294117647,1661,22,10.232162
cu편의점택배 배송조회 고객센터 바로가기 - 더픽,(direct) / (none),217,180,1.2055555555555555,3.9,1536,0,3.362711
에버랜드 셔틀버스 예약 시간 예매 편도 주차장 막차 수원 천안 타는 곳 - 더픽,playtherapy.or.kr / referral,214,168,1.2738095238095237,14.369047619047619,1514,0,1.18199
연차발생 계산기 입사일 회계연도 기준 1분 만에 끝내기 - 더픽,(direct) / (none),213,192,1.109375,11.578125,1918,0,1.184797
케이패스 고객센터 바로가기 - 더픽,naver / organic,213,199,1.07035175879397,36.824120603015075,1836,0,1.064386
2026 디즈니런 접수 신청 방법 인천 참가 마라톤 일정 입장권 - 더픽,contents.premium.naver.com / referral,210,188,1.1170212765957446,3.425531914893617,1734,0,2.189482
키움증권 레버리지 ETF 교육이수 등록 방법: 주문 불가 5분 만에 해결하기 - 더픽,m.search.naver.com / referral,210,170,1.2352941176470589,30.67058823529412,1643,0,3.443779
해랑열차 예약 방법·코스·가격·취소규정 총정리 | 생활정보 나침반,naver / cpc,209,173,1.2080924855491328,59.653179190751445,1658,20,7.988791
메가커피 메뉴판 정보 및 칼로리 정보 바로가기 - 더픽,(direct) / (none),206,178,1.1573033707865168,3.252808988764045,1452,0,0.536149
"2026 아기 통장 추천 및 고금리 적금, 필수 준비물 총정리 - 더픽",m.search.naver.com / referral,204,182,1.120879120879121,31.978021978021978,1587,0,0.707401
곰시리즈 & 스타코덱 다운로드 - 필수 PC 유틸리티,(direct) / (none),202,187,1.0802139037433156,4.81283422459893,1382,0,2.154741
네이버 고객센터 바로가기 - 더픽,(direct) / (none),202,170,1.188235294117647,19.229411764705883,1724,0,9.269034
웅진코웨이 고객센터 - 더픽,(direct) / (none),201,176,1.1420454545454546,11.4375,1661,0,6.370886
자동차세납부·자동차세환급·자동차세납부조회 한 번에 정리 (위택스 기준) | 생활정보 나침반,naver / organic,200,90,2.2222222222222223,22.788888888888888,1527,12,0.983892
쏘카 고객센터 바로가기 - 더픽,(direct) / (none),199,152,1.3092105263157894,12.31578947368421,1297,0,2.893066
꽃가루지수 오늘 기상청 환기 조회 하기 - 더픽,(direct) / (none),198,168,1.1785714285714286,5.8273809523809526,1439,0,0.953944
오늘의 별자리운세 바로가기 - 더픽,(direct) / (none),198,164,1.2073170731707317,11.695121951219512,1620,0,1.912315
스타벅스 카드 잔액조회 앱 다운로드 바로가기 - 더픽,(direct) / (none),196,162,1.2098765432098766,3.4814814814814814,1355,0,9.045935
이스타항공 고객센터 바로가기 - 더픽,m.search.naver.com / referral,196,152,1.2894736842105263,16.907894736842106,1275,0,4.418098
색맹 색약 간이 테스트 바로가기 - 더픽,(direct) / (none),195,131,1.4885496183206106,7.083969465648855,1363,0,1.516297
영화 6000원 할인쿠폰 받는곳 예매 바로가기 - 더픽,(direct) / (none),195,169,1.1538461538461537,7.106508875739645,1208,0,1.75392
2026 전기차 보조금 현황 조회 도시별 지역별 정리 - 더픽,(direct) / (none),194,175,1.1085714285714285,13.508571428571429,1662,0,2.164628
하나증권 고객센터 전화번호 영업시간 상담원연결 바로가기 - 더픽,m.search.naver.com / referral,194,170,1.1411764705882352,17.358823529411765,1462,0,6.613381
일본 네비게이션 어플 추천 한국어 설치 다운로드 - 더픽,paxnet.co.kr / referral,191,157,1.21656050955414,30.10828025477707,1306,0,10.732352
2026 황금사자기 야구 중계 일정 대진표 바로가기 - 더픽,(direct) / (none),188,160,1.175,21.0875,1575,0,7.815305
가평청리움 예약 방법 총정리 — 가격·예약사이트·취소·확인까지 | 생활정보 나침반,naver / cpc,188,155,1.2129032258064516,41.74193548387097,1451,20,5.902137
2026년 토정비결 무료 사이트 모음 | 신년운세 바로보기,(direct) / (none),187,152,1.230263157894737,12.197368421052632,934,0,1.400884
주휴수당계산기 사용법 총정리 (2026년 최저시급 기준) | 생활정보 나침반,naver / cpc,186,137,1.3576642335766422,40.48905109489051,1368,38,1.227989
캐리어에어컨 사전점검 신청 바로가기 - 더픽,(direct) / (none),186,135,1.3777777777777778,9.325925925925926,1486,0,3.529845
OK저축은행 고객센터 앱 다운로드 바로가기 - 더픽,(direct) / (none),185,146,1.2671232876712328,7.712328767123288,1288,0,10.856995
블루티비 사이트 주소 링크 바로가기 - 더픽,naver / organic,185,104,1.7788461538461537,5.673076923076923,1183,0,3.420581
은밀한감사 기본정보 OTT 재방송 다시보기 - 더픽,(direct) / (none),184,169,1.0887573964497042,8.668639053254438,1377,0,2.464338
BC카드 홈페이지 바로가기 - 더픽,(direct) / (none),182,135,1.348148148148148,6.651851851851852,1225,0,19.916078
종합소득세 신고 국세청 홈택스 바로가기 - 더픽,(direct) / (none),182,153,1.1895424836601307,17.18954248366013,1389,0,13.918403
중고나라 고객센터 바로가기 - 더픽,(direct) / (none),181,148,1.222972972972973,5.04054054054054,1248,0,4.301453
cu편의점택배 배송조회 고객센터 바로가기 - 더픽,m.search.naver.com / referral,180,158,1.139240506329114,8.151898734177216,1168,0,1.91851
더불어민주당 당원가입 신청 바로가기 - 더픽,kgeu.org / referral,180,136,1.3235294117647058,23.71323529411765,1277,0,46.146282
번개장터 고객센터 전화번호 주말 상담원 연결 영업시간 - 더픽,(direct) / (none),180,139,1.2949640287769784,13.762589928057555,1162,0,1.135556
소방안전관리자2급 접수 일정 기출문제 정리 - 더픽,(direct) / (none),180,146,1.2328767123287672,14.63013698630137,1543,0,5.577989
예다함 고객센터 바로가기 - 더픽,m.search.naver.com / referral,179,145,1.2344827586206897,9.793103448275861,1263,0,14.370101
촉촉한 황치즈칩 판매처 파는 곳 바로가기 - 더픽,(direct) / (none),179,137,1.3065693430656935,6.5036496350364965,1326,0,1.982225
한국도로공사 미납 고속도로통행료미납 하이패스 미납 통행료미납조회 - 더픽,naver / cpc,178,130,1.3692307692307693,6.3076923076923075,1045,0,7.398145
필립스 서비스센터 전화번호 영업시간 고객센터 바로가기 완벽 가이드 - 더픽,(direct) / (none),177,137,1.2919708029197081,12.218978102189782,1300,0,3.498338
한샘 고객센터 서비스센터 전화번호 바로가기 - 더픽,(direct) / (none),177,154,1.1493506493506493,6.305194805194805,1218,0,5.51381
마운자로 가격 비교 사이트 어플 처방 효과 - 더픽,(direct) / (none),176,152,1.1578947368421053,13.460526315789474,1106,0,6.893577
블루밍비데 as센터 바로가기 - 더픽,m.search.naver.com / referral,176,141,1.24822695035461,16.156028368794328,1200,0,4.168342
어카운트인포 계좌 지급정지·안심차단 신청방법 총정리 — 보이스피싱 예방 | 생활정보 나침반,m.search.naver.com / referral,176,71,2.4788732394366195,23.211267605633804,914,4,2.871548
하스카프베리 묘목 판매처 바로가기 - 더픽,brunch.co.kr / referral,176,120,1.4666666666666666,19.641666666666666,1230,0,5.636659
"사직서 양식 무료 다운로드 | HWP, PDF 표준 서식 및 작성 가이드",(direct) / (none),175,170,1.0294117647058822,8.511764705882353,1120,0,1.168231
"신일전자 AS센터 이용 완벽 가이드: 전화번호, 영업시간, 상담원 연결 팁 - 더픽",(direct) / (none),174,140,1.2428571428571429,11.82857142857143,1373,0,4.714747
알리페이 고객센터 바로가기 - 더픽,naver / organic,173,144,1.2013888888888888,24.6875,1580,0,1.234593
삼성전자 포인트 현금전환 바로가기 - 더픽,(direct) / (none),172,146,1.178082191780822,22.34931506849315,1237,0,2.567878
메가박스 고객센터 바로가기 - 더픽,m.search.naver.com / referral,171,129,1.3255813953488371,9.031007751937985,1099,0,1.728582
컴투스 고객센터 바로가기 - 더픽,(direct) / (none),171,132,1.2954545454545454,6.068181818181818,1078,0,1.217062
생활정보 나침반 | 생활·금융·정책 정보 블로그,shield-ui.nsa-front-end.svc.pr1.io.navercorp.com / referral,170,10,17,206.6,410,0,0
애플 고객센터 바로가기 - 더픽,(direct) / (none),170,135,1.2592592592592593,7.4148148148148145,1280,0,2.019186
우체국택배 배송조회 바로가기 - 더픽,(direct) / (none),170,142,1.1971830985915493,7.47887323943662,1143,0,2.548999
가생이닷컴 홈페이지 바로가기 - 더픽,naver / organic,169,76,2.223684210526316,6.473684210526316,1157,0,0.917935
케이옥션 홈페이지 바로가기 - 더픽,m.search.naver.com / referral,169,139,1.2158273381294964,6.374100719424461,940,0,7.637986
국민성장펀드 가입조건 방법 출시 가입 바로가기 - 더픽,contents.premium.naver.com / referral,168,130,1.2923076923076924,9.76923076923077,1182,0,3.591162
청약 가점 계산기 바로가기 - 더픽,(direct) / (none),168,151,1.1125827814569536,11.19205298013245,1326,0,1.171363
공시지가 이의신청 개별지 공동주택 공시지가 이의신청 바로가기 - 더픽,(direct) / (none),166,139,1.1942446043165467,9.647482014388489,1316,0,7.994506
K패스환급 지급일·카드사별 지급방식 총정리 | 생활정보 나침반,m.search.naver.com / referral,164,72,2.2777777777777777,82.27777777777777,983,6,3.637859
토스 페이스페이 사용법 쿠폰 cu 결제방법 안내 - 더픽,m.search.naver.com / referral,164,154,1.0649350649350648,12.246753246753247,1104,0,0.554313
가평청리움 예약 방법 총정리 — 가격·예약사이트·취소·확인까지 | 생활정보 나침반,m.search.naver.com / referral,162,63,2.5714285714285716,91.55555555555556,958,8,5.106464
다음 팟플레이어 최신버전 및 구버전 다운로드 - 공식 및 광고없는 버전,(direct) / (none),162,144,1.125,10.88888888888889,1026,0,0.80355
원기날씨 정보 비교 총정리 — 기상청 날씨알리미·날씨누리 차이 | 주카 비즈,m.search.naver.com / referral,159,155,1.0258064516129033,5.103225806451613,894,0,2.198388
알리안츠생명 고객센터 바로가기 - 더픽,m.search.naver.com / referral,156,126,1.2380952380952381,20.325396825396826,1086,0,9.518975
오늘 방송 편성표 총정리｜지상파·종편·케이블·라디오 전체보기 링크 모음 (실시간 업데이트) - 더픽,m.blog.naver.com / referral,156,108,1.4444444444444444,7.092592592592593,942,0,0.574918
블루티비 사이트 주소 링크 바로가기 - 더픽,m.search.naver.com / referral,154,76,2.026315789473684,6.684210526315789,848,0,1.549323
실업급여(구직급여) 신청방법 총정리 — 대상·조건부터 고용24 신청까지 | 생활정보 나침반,m.search.daum.net / referral,154,63,2.4444444444444446,473.6825396825397,1064,0,2.919606
2026년 고금리 파킹통장 추천 TOP 7: 1000만원 이상 목돈 굴리기 가장 좋은 곳은? - 더픽,m.search.naver.com / referral,153,136,1.125,36.970588235294116,1214,0,0.512108
무명전설 전국투어 콘서트 티켓 예매 바로가기 - 더픽,(direct) / (none),153,102,1.5,8.911764705882353,1049,0,14.596698
무명전설 출연자 팬카페 리스트 바로가기 - 더픽,brunch.co.kr / referral,153,122,1.2540983606557377,9.098360655737705,1254,0,16.492468
티켓베이 홈페이지 바로가기 - 더픽,(direct) / (none),153,140,1.0928571428571427,3.75,1172,0,2.234699
kb국민카드 홈페이지 바로가기 - 더픽,(direct) / (none),152,120,1.2666666666666666,5.416666666666667,1073,0,25.672389
박지훈 팬미팅 예매 바로가기 - 더픽,(direct) / (none),152,118,1.2881355932203389,5.9491525423728815,1080,0,1.138651
중위소득표(소득 하위) 구간별 환산액 - 더픽,m.search.naver.com / referral,152,135,1.125925925925926,33.28888888888889,1263,0,0.490251
띠별 오늘의 운세 바로가기 - 더픽,(direct) / (none),151,128,1.1796875,17.375,1131,0,3.174618
전국 택배 배송조회 통합 안내 🚚,(direct) / (none),151,122,1.2377049180327868,6.016393442622951,785,0,1.133312
겜스고 유튜브 챗gpt 할인코드 TA9Y3 바로가기 - 더픽,(direct) / (none),150,145,1.0344827586206897,1.6,690,0,0.321587
어카운트인포 계좌 지급정지·안심차단 신청방법 총정리 — 보이스피싱 예방 | 생활정보 나침반,naver / cpc,148,124,1.1935483870967742,26.588709677419356,1124,11,5.739537
보험비교사이트 바로가기 - 더픽,(direct) / (none),147,126,1.1666666666666667,11.095238095238095,996,0,11.068331
나라장터 고객센터 바로가기 - 더픽,naver / organic,144,133,1.0827067669172932,10.977443609022556,1031,0,0.487518
피망뉴맞고 머니 파는 법 로그아웃 추천인코드 pc 설치 바로가기 - 더픽,m.search.naver.com / referral,144,133,1.0827067669172932,14.593984962406015,1108,0,6.403274
대전 빵택시 예약방법 코스 가격 요금 확인 후기 - 더픽,(direct) / (none),143,128,1.1171875,13.84375,1026,0,0.604367
사과게임 링크 멀티 게임 바로가기 - 더픽,(direct) / (none),143,112,1.2767857142857142,2.3125,854,0,0.661656
tvN편성표 tvNstory편성표 tvNsports편성표 온에어 실시간 라이브 바로가기 - 더픽,(direct) / (none),142,120,1.1833333333333333,4.508333333333334,1132,0,1.836188
네이버 지도 앱 다운로드 바로가기 - 더픽,(direct) / (none),142,123,1.1544715447154472,5.560975609756097,859,0,8.72088
대입정보포털 대학어디가 바로가기 - 더픽,(direct) / (none),141,127,1.110236220472441,3.1181102362204722,1099,0,1.382028
비대면 주식 계좌 개설 방법 & 신규 가입 혜택 정리 | 주카 비즈,naver / cpc,141,133,1.0601503759398496,61.21804511278196,1299,8,12.715437
에어부산 고객센터 바로가기 - 더픽,(direct) / (none),141,123,1.146341463414634,7.048780487804878,915,0,2.242517
엑셀 함수 표 더하기 빼기 정리표 고정 곱하기 정리 - 더픽,paxnet.co.kr / referral,141,136,1.036764705882353,24.080882352941178,1093,0,0.593505
공임나라 배터리 엔진오일 교체비용 예약 전국 지점찾기 - 더픽,(direct) / (none),140,125,1.12,9.984,988,0,0.849317
대출 계산기 - 더픽,(direct) / (none),140,118,1.1864406779661016,5.262711864406779,1116,0,1.096465
롯데손해보험 보험금 청구 및 실비서류 조회하기 - 더픽,(direct) / (none),140,111,1.2612612612612613,11.945945945945946,1200,0,9.006588
생활안정자금 대출 생활비대출 신청하기 - 더픽,(direct) / (none),140,108,1.2962962962962963,20.324074074074073,961,0,17.509379
sk엔카 고객센터 전화번호 상담원 연결 바로가기 - 더픽,paxnet.co.kr / referral,139,107,1.2990654205607477,14.644859813084112,886,0,5.841594
부동산 매매계약서 양식 다운로드 - 더픽,naver / organic,139,130,1.0692307692307692,3.8923076923076922,1072,0,1.771387
나는솔로 32기 인스타 모음 - 더픽,(direct) / (none),138,119,1.1596638655462186,5.890756302521009,816,0,0.138327
연명치료 거부 신청 방법 신청기관 찾기(+사전연명의료의향서) - 더픽,(direct) / (none),137,110,1.2454545454545454,30.363636363636363,1031,0,8.783838
유튜브 리밴스드 다운로드 및 설치방법 바로가기 - 더픽,brunch.co.kr / referral,136,87,1.5632183908045978,8.735632183908047,839,0,0.23502
